"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
46766;"Male";68;1;30;0;"1-2 Year";"Yes";2630;26;296;0
46767;"Male";49;1;46;0;"1-2 Year";"Yes";25560;124;186;1
46768;"Male";126;1;41;0;"1-2 Year";"Yes";46130;12;260;0
46769;"Male";52;1;3;0;"1-2 Year";"No";29058;26;198;0
46770;"Male";42;1;35;0;"1-2 Year";"Yes";31560;26;276;0
46771;"Male";66;1;43;1;"1-2 Year";"No";34078;124;130;0
46772;"Female";42;0;28;0;"> 2 Years";"Yes";46759;26;260;0
46773;"Female";40;1;38;0;"1-2 Year";"Yes";34451;124;31;1
46774;"Female";39;1;8;0;"1-2 Year";"Yes";2630;156;207;0
46775;"Female";43;1;8;0;"1-2 Year";"Yes";32980;124;162;0
46776;"Male";51;1;46;0;"1-2 Year";"Yes";46335;26;107;0
46777;"Male";22;1;30;1;"< 1 Year";"No";20338;152;25;0
46778;"Male";25;1;5;0;"< 1 Year";"Yes";22010;152;100;0
46779;"Male";26;1;28;1;"< 1 Year";"No";32100;152;159;0
46780;"Male";40;0;8;0;"1-2 Year";"Yes";30480;124;208;0
46781;"Male";20;1;24;1;"< 1 Year";"No";2630;160;53;0
46782;"Male";24;1;29;1;"< 1 Year";"No";42406;152;32;0
46783;"Female";24;1;15;0;"< 1 Year";"Yes";43488;152;277;0
46784;"Female";22;1;46;0;"< 1 Year";"Yes";36863;152;131;0
46785;"Male";29;1;2;0;"< 1 Year";"Yes";34396;152;127;0
46786;"Male";20;1;15;1;"< 1 Year";"No";41019;160;1638;0
46787;"Female";54;0;28;0;"1-2 Year";"Yes";49781;26;13;0
46788;"Female";55;1;28;0;"> 2 Years";"Yes";2630;122;190;0
46789;"Female";22;1;32;1;"< 1 Year";"No";16072;152;208;0
46790;"Male";36;1;3;0;"1-2 Year";"Yes";2630;155;237;1
46791;"Female";70;0;28;0;"1-2 Year";"Yes";30182;13;109;0
46792;"Female";51;1;29;0;"1-2 Year";"Yes";2630;124;177;0
46793;"Male";42;1;46;0;"1-2 Year";"Yes";22789;26;14;1
46794;"Male";41;0;28;0;"1-2 Year";"Yes";39823;26;211;0
46795;"Female";26;1;29;0;"< 1 Year";"Yes";26195;152;291;1
46796;"Female";23;1;30;1;"< 1 Year";"No";28276;152;223;0
46797;"Female";48;0;18;0;"1-2 Year";"Yes";35302;156;164;0
46798;"Female";49;0;28;0;"> 2 Years";"Yes";29928;124;248;0
46799;"Male";45;1;12;0;"1-2 Year";"Yes";35878;90;100;0
46800;"Male";21;1;33;1;"< 1 Year";"No";34891;152;106;0
46801;"Male";35;0;33;0;"1-2 Year";"Yes";37097;124;229;0
46802;"Male";43;0;28;0;"1-2 Year";"Yes";27551;124;134;0
46803;"Male";39;0;30;0;"1-2 Year";"Yes";2839300;154;281;0
46804;"Male";24;1;50;0;"< 1 Year";"Yes";35352;160;90;1
46805;"Male";33;1;12;1;"1-2 Year";"Yes";44605;124;69;0
46806;"Female";26;1;46;1;"< 1 Year";"No";29516;152;74;0
46807;"Male";49;1;45;0;"1-2 Year";"Yes";23419;54;252;1
46808;"Female";22;1;31;0;"< 1 Year";"No";2630;160;276;0
46809;"Male";21;1;11;0;"< 1 Year";"Yes";30317;154;77;0
46810;"Female";24;1;46;1;"< 1 Year";"No";19584;152;252;0
46811;"Male";73;1;0;0;"1-2 Year";"Yes";2630;26;117;1
46812;"Male";54;1;28;1;"1-2 Year";"No";28333;124;236;0
46813;"Female";44;1;3;0;"1-2 Year";"Yes";30902;26;72;1
46814;"Female";22;1;15;1;"< 1 Year";"No";2630;152;101;0
46815;"Male";32;0;11;0;"1-2 Year";"Yes";263000;157;281;0
46816;"Male";46;1;28;0;"1-2 Year";"Yes";31492;26;11;0
46817;"Female";100;0;28;0;"1-2 Year";"Yes";43978;26;104;0
46818;"Male";48;1;28;0;"1-2 Year";"Yes";39278;26;88;1
46819;"Male";58;1;28;0;"> 2 Years";"Yes";38919;26;190;1
46820;"Female";69;1;28;0;"1-2 Year";"Yes";44197;26;269;0
46821;"Female";42;1;28;0;"> 2 Years";"Yes";45007;26;83;0
46822;"Male";65;1;41;0;"> 2 Years";"Yes";47508;124;110;0
46823;"Female";46;1;28;0;"1-2 Year";"Yes";34795;122;264;1
46824;"Male";28;1;41;1;"< 1 Year";"No";30470;152;92;0
46825;"Male";33;1;30;1;"< 1 Year";"No";31551;152;23;0
46826;"Male";80;1;13;0;"< 1 Year";"Yes";2630;160;174;0
46827;"Male";31;1;35;1;"1-2 Year";"No";41973;124;175;0
46828;"Female";45;1;50;1;"1-2 Year";"No";36214;12;87;0
46829;"Male";45;1;28;0;"1-2 Year";"Yes";25933;124;237;1
46830;"Male";51;1;46;0;"1-2 Year";"Yes";31852;124;44;1
46831;"Female";58;1;28;0;"1-2 Year";"Yes";41888;26;216;0
46832;"Female";26;1;47;1;"< 1 Year";"No";32415;152;90;0
46833;"Female";23;1;6;1;"< 1 Year";"No";31495;152;210;0
46834;"Male";52;1;28;0;"1-2 Year";"Yes";33361;60;199;0
46835;"Female";65;1;15;0;"1-2 Year";"Yes";2630;154;183;0
46836;"Female";76;1;28;0;"< 1 Year";"No";2630;1;168;0
46837;"Female";23;1;46;1;"< 1 Year";"No";27944;151;238;0
46838;"Female";27;1;21;1;"< 1 Year";"No";28957;152;219;0
46839;"Male";68;1;28;0;"1-2 Year";"Yes";32001;122;228;1
46840;"Female";48;0;28;0;"1-2 Year";"Yes";34945;124;64;0
46841;"Male";34;1;11;1;"1-2 Year";"No";21250;152;264;0
46842;"Male";22;1;28;1;"< 1 Year";"No";22426;152;211;0
46843;"Female";114;1;29;1;"1-2 Year";"No";32220;26;106;0
46844;"Male";48;1;36;0;"1-2 Year";"Yes";38466;26;53;0
46845;"Female";47;1;28;0;"1-2 Year";"Yes";39014;157;133;1
46846;"Female";23;1;3;1;"< 1 Year";"No";2630;26;81;0
46847;"Male";55;0;28;0;"> 2 Years";"Yes";36755;26;216;0
46848;"Female";21;1;43;0;"< 1 Year";"Yes";30143;160;51;0
46849;"Male";30;1;46;1;"< 1 Year";"No";44691;152;68;0
46850;"Female";25;1;3;1;"< 1 Year";"No";46936;152;276;0
46851;"Male";75;1;15;1;"1-2 Year";"No";47189;26;86;0
46852;"Male";49;1;8;0;"1-2 Year";"No";26577;156;256;0
46853;"Female";51;1;8;0;"1-2 Year";"Yes";34198;124;164;0
46854;"Male";43;1;14;0;"1-2 Year";"No";26491;26;107;0
46855;"Male";30;1;28;0;"1-2 Year";"Yes";39770;124;148;1
46856;"Female";27;1;8;0;"< 1 Year";"No";4371200;152;106;0
46857;"Female";24;1;11;1;"< 1 Year";"No";37312;152;206;0
46858;"Male";37;1;28;0;"1-2 Year";"Yes";28366;124;228;1
46859;"Female";22;1;49;0;"< 1 Year";"Yes";34282;124;216;0
46860;"Male";45;1;24;0;"1-2 Year";"Yes";2630;156;19;0
46861;"Male";59;1;46;1;"1-2 Year";"Yes";31932;124;225;0
46862;"Male";55;1;41;0;"1-2 Year";"Yes";18765;12;208;0
46863;"Male";41;1;30;1;"1-2 Year";"No";2630;152;118;0
46864;"Female";68;1;28;0;"1-2 Year";"Yes";2630;124;76;1
46865;"Female";97;1;45;1;"1-2 Year";"No";24451;152;15;0
46866;"Male";49;0;35;0;"1-2 Year";"Yes";25982;26;175;0
46867;"Male";53;1;19;0;"1-2 Year";"Yes";33222;26;271;1
46868;"Female";51;1;11;1;"1-2 Year";"No";2630;124;163;0
46869;"Male";72;1;28;0;"< 1 Year";"Yes";35567;152;134;1
46870;"Female";40;1;35;0;"> 2 Years";"Yes";34601;26;23;1
46871;"Female";42;1;46;0;"1-2 Year";"Yes";2630;124;50;1
46872;"Female";50;1;28;0;"1-2 Year";"Yes";26730;157;265;0
46873;"Male";65;0;28;0;"> 2 Years";"Yes";43685;122;250;0
46874;"Female";28;1;1;1;"< 1 Year";"No";2630;152;172;0
46875;"Male";40;1;28;0;"1-2 Year";"Yes";32765;122;177;1
46876;"Female";32;1;14;1;"< 1 Year";"No";2630;26;223;0
46877;"Male";47;0;23;0;"1-2 Year";"Yes";25018;26;266;0
46878;"Female";30;0;30;0;"1-2 Year";"Yes";2630;156;31;0
46879;"Female";21;1;31;1;"< 1 Year";"No";2630;152;138;0
46880;"Male";45;1;41;0;"1-2 Year";"Yes";36515;26;221;0
46881;"Male";27;1;45;0;"< 1 Year";"Yes";46577;124;33;0
46882;"Female";45;1;8;0;"1-2 Year";"Yes";37791;26;290;1
46883;"Male";28;1;0;0;"< 1 Year";"No";2630;122;44;0
46884;"Female";41;1;28;0;"1-2 Year";"No";39099;124;88;0
46885;"Female";52;1;28;0;"1-2 Year";"Yes";4413400;26;62;1
46886;"Female";23;0;41;0;"< 1 Year";"Yes";22698;152;195;0
46887;"Male";43;1;28;0;"> 2 Years";"Yes";42938;26;84;1
46888;"Female";68;1;46;0;"1-2 Year";"Yes";27018;124;25;1
46889;"Female";24;1;50;1;"< 1 Year";"No";27512;152;14;0
46890;"Male";55;0;41;0;"> 2 Years";"Yes";49162;124;976;0
46891;"Male";39;0;13;0;"1-2 Year";"Yes";2630;124;110;0
46892;"Male";39;1;17;1;"1-2 Year";"No";36296;152;241;0
46893;"Female";36;1;28;0;"1-2 Year";"Yes";30293;124;126;0
46894;"Female";22;1;43;1;"< 1 Year";"Yes";34527;152;127;0
46895;"Male";47;0;28;0;"1-2 Year";"Yes";31616;26;174;0
46896;"Female";23;1;22;1;"< 1 Year";"No";30828;152;255;0
46897;"Female";80;1;34;0;"< 1 Year";"Yes";30805;152;263;0
46898;"Female";31;1;11;0;"< 1 Year";"Yes";2640200;26;241;1
46899;"Male";47;1;28;0;"1-2 Year";"Yes";2630;124;230;0
46900;"Male";46;1;28;1;"1-2 Year";"No";2630;124;180;0
46901;"Female";23;1;37;1;"< 1 Year";"No";25569;26;51;0
46902;"Male";68;1;28;0;"1-2 Year";"Yes";31823;122;186;1
46903;"Female";46;1;28;0;"1-2 Year";"Yes";49149;122;177;0
46904;"Male";22;1;18;1;"< 1 Year";"No";33092;152;214;0
46905;"Male";38;0;41;0;"1-2 Year";"Yes";26811;136;166;0
46906;"Male";53;1;8;0;"1-2 Year";"Yes";28326;124;2128;0
46907;"Male";45;1;41;0;"1-2 Year";"No";44393;26;83;0
46908;"Female";20;1;36;0;"< 1 Year";"Yes";25795;160;148;0
46909;"Male";31;1;9;0;"> 2 Years";"Yes";2630;157;280;0
46910;"Female";30;1;41;1;"< 1 Year";"No";27200;152;102;0
46911;"Female";32;1;28;0;"< 1 Year";"Yes";30066;124;46;1
46912;"Male";47;0;28;0;"1-2 Year";"Yes";45896;26;172;0
46913;"Female";50;1;28;0;"> 2 Years";"Yes";31002;13;197;1
46914;"Female";51;0;18;0;"1-2 Year";"Yes";30961;26;211;0
46915;"Male";60;1;28;0;"> 2 Years";"Yes";45276;26;199;1
46916;"Female";32;1;28;0;"< 1 Year";"Yes";27580;152;154;1
46917;"Female";61;1;41;0;"1-2 Year";"Yes";2630;157;10;1
46918;"Female";46;1;38;0;"1-2 Year";"Yes";31263;124;156;1
46919;"Female";54;1;48;0;"1-2 Year";"Yes";2630;15;82;0
46920;"Male";37;0;28;0;"1-2 Year";"Yes";38452;124;27;0
46921;"Female";41;0;11;0;"1-2 Year";"Yes";263000;156;117;0
46922;"Male";55;1;31;0;"1-2 Year";"Yes";2630;150;92;0
46923;"Female";49;1;28;0;"> 2 Years";"Yes";43788;147;268;1
46924;"Female";44;1;8;0;"1-2 Year";"Yes";38496;124;267;0
46925;"Female";22;1;15;0;"< 1 Year";"Yes";38541;152;169;1
46926;"Male";46;0;8;0;"1-2 Year";"Yes";37636;25;161;0
46927;"Female";47;1;28;0;"1-2 Year";"Yes";49139;26;163;1
46928;"Male";35;1;8;1;"1-2 Year";"No";28945;152;249;0
46929;"Male";44;1;45;0;"1-2 Year";"Yes";32811;124;235;1
46930;"Male";45;1;36;0;"1-2 Year";"Yes";29786;124;292;1
46931;"Male";36;1;28;0;"1-2 Year";"Yes";28813;26;231;1
46932;"Female";43;1;28;0;"1-2 Year";"Yes";25604;122;30;0
46933;"Male";22;1;30;1;"< 1 Year";"No";2630;152;299;0
46934;"Female";23;1;18;1;"< 1 Year";"No";25032;152;222;0
46935;"Female";22;1;28;1;"< 1 Year";"No";38645;152;259;0
46936;"Male";49;1;36;1;"1-2 Year";"No";46752;26;94;0
46937;"Male";65;1;9;0;"1-2 Year";"Yes";26617;157;115;0
46938;"Male";24;1;13;1;"< 1 Year";"No";23779;152;34;0
46939;"Male";60;1;28;1;"1-2 Year";"Yes";41687;122;179;0
46940;"Male";54;0;28;0;"> 2 Years";"Yes";42879;26;189;0
46941;"Male";70;1;28;0;"1-2 Year";"Yes";40628;124;284;0
46942;"Female";38;1;9;1;"1-2 Year";"No";33656;122;275;0
46943;"Female";23;1;41;1;"< 1 Year";"No";20609;152;18;0
46944;"Female";25;1;36;1;"< 1 Year";"No";41649;152;228;0
46945;"Female";45;1;11;0;"1-2 Year";"Yes";2630;26;29;1
46946;"Male";51;1;46;0;"1-2 Year";"Yes";17762;124;51;1
46947;"Female";40;1;28;0;"1-2 Year";"Yes";40207;26;94;0
46948;"Male";57;1;50;0;"1-2 Year";"Yes";2630;124;208;0
46949;"Male";35;1;18;0;"1-2 Year";"Yes";28312;154;80;0
46950;"Male";41;1;28;0;"1-2 Year";"Yes";2630;156;43;1
46951;"Male";44;0;28;0;"1-2 Year";"Yes";36834;23;208;0
46952;"Male";27;1;28;1;"< 1 Year";"No";2630;160;234;0
46953;"Male";55;1;24;0;"1-2 Year";"Yes";34959;124;294;0
46954;"Male";38;0;29;0;"1-2 Year";"Yes";32357;163;116;0
46955;"Male";28;1;18;0;"< 1 Year";"Yes";38392;152;175;1
46956;"Male";39;1;15;0;"1-2 Year";"Yes";30459;124;207;0
46957;"Male";71;1;7;0;"1-2 Year";"Yes";2630;124;155;0
46958;"Female";23;1;28;0;"< 1 Year";"Yes";24781;124;113;0
46959;"Male";39;1;37;0;"1-2 Year";"Yes";3972000;124;242;0
46960;"Male";38;1;29;0;"1-2 Year";"Yes";3018500;26;74;1
46961;"Male";50;1;28;0;"1-2 Year";"Yes";34190;124;53;0
46962;"Female";24;0;37;0;"< 1 Year";"Yes";37323;152;32;0
46963;"Male";76;1;31;0;"1-2 Year";"Yes";2630;124;250;1
46964;"Female";25;1;9;0;"< 1 Year";"No";32202;160;55;0
46965;"Male";69;1;46;0;"1-2 Year";"Yes";31343;124;235;1
46966;"Male";43;1;28;0;"1-2 Year";"Yes";20232;124;288;1
46967;"Female";25;1;15;0;"< 1 Year";"Yes";44505;152;46;0
46968;"Male";47;0;11;0;"1-2 Year";"Yes";17981;26;64;0
46969;"Male";62;1;8;0;"1-2 Year";"Yes";44712;124;108;0
46970;"Male";83;1;18;0;"1-2 Year";"Yes";2630;156;45;0
46971;"Female";48;0;28;0;"1-2 Year";"Yes";35427;26;187;0
46972;"Male";47;0;29;0;"1-2 Year";"Yes";25055;124;255;0
46973;"Female";29;1;3;0;"< 1 Year";"Yes";32294;160;36;0
46974;"Female";54;1;28;0;"1-2 Year";"Yes";38534;26;142;1
46975;"Male";75;1;43;0;"1-2 Year";"Yes";2630;26;295;1
46976;"Female";45;1;28;0;"1-2 Year";"Yes";2632000;26;193;0
46977;"Female";24;1;26;1;"< 1 Year";"No";44790;152;49;0
46978;"Female";66;1;41;1;"1-2 Year";"No";36072;26;86;0
46979;"Female";47;1;28;1;"1-2 Year";"No";2630;156;178;0
46980;"Female";42;1;28;0;"1-2 Year";"Yes";42875;26;134;1
46981;"Male";69;0;28;0;"1-2 Year";"Yes";39453;26;183;0
46982;"Female";27;1;50;0;"< 1 Year";"No";20497;152;102;0
46983;"Male";22;1;46;1;"< 1 Year";"No";27988;152;234;0
46984;"Male";27;1;28;0;"< 1 Year";"Yes";31764;26;113;1
46985;"Female";27;1;11;1;"< 1 Year";"No";28779;152;226;0
46986;"Male";32;1;21;0;"1-2 Year";"Yes";32540;124;270;1
46987;"Male";31;1;47;1;"< 1 Year";"No";2630;152;118;0
46988;"Male";35;1;18;0;"1-2 Year";"Yes";23761;124;25;0
46989;"Female";23;1;36;0;"< 1 Year";"No";2630;152;98;0
46990;"Female";21;1;41;0;"< 1 Year";"Yes";44896;152;42;0
46991;"Female";23;1;30;1;"< 1 Year";"No";32475;152;298;0
46992;"Male";40;0;41;0;"1-2 Year";"Yes";30133;26;246;0
46993;"Female";48;1;7;0;"1-2 Year";"Yes";28076;152;140;0
46994;"Male";67;1;3;0;"1-2 Year";"No";21969;124;220;0
46995;"Female";23;1;46;0;"< 1 Year";"No";43278;152;55;0
46996;"Male";43;1;28;0;"> 2 Years";"Yes";2630;25;244;1
46997;"Male";42;1;28;0;"1-2 Year";"Yes";24937;124;153;1
46998;"Female";67;1;11;0;"1-2 Year";"Yes";35996;26;144;1
46999;"Female";70;1;0;0;"> 2 Years";"Yes";2630;26;116;0
47000;"Female";28;1;30;0;"1-2 Year";"Yes";2630;156;108;1
47001;"Male";57;0;8;0;"1-2 Year";"Yes";35960;157;30;0
47002;"Female";23;1;46;1;"< 1 Year";"No";29056;152;227;0
47003;"Male";73;1;31;0;"> 2 Years";"Yes";2630;98;248;0
47004;"Male";23;0;9;0;"< 1 Year";"Yes";39656;151;3822;0
47005;"Female";34;1;8;1;"1-2 Year";"No";27658;26;116;0
47006;"Male";44;1;28;0;"1-2 Year";"Yes";38860;124;130;0
47007;"Male";43;1;28;0;"1-2 Year";"Yes";29263;26;265;1
47008;"Female";23;1;17;1;"< 1 Year";"No";38398;152;77;0
47009;"Male";31;1;28;0;"1-2 Year";"Yes";2630;157;225;1
47010;"Female";22;1;46;1;"< 1 Year";"No";32999;152;126;0
47011;"Female";23;1;50;1;"< 1 Year";"No";3817000;152;262;0
47012;"Female";24;1;50;0;"< 1 Year";"Yes";38463;152;123;1
47013;"Male";54;1;20;1;"1-2 Year";"Yes";2630;26;232;0
47014;"Female";40;0;46;0;"1-2 Year";"Yes";31098;124;148;0
47015;"Female";29;1;26;0;"< 1 Year";"Yes";33864;152;231;0
47016;"Female";22;1;2;1;"< 1 Year";"No";26164;152;13;0
47017;"Male";61;1;4;0;"1-2 Year";"Yes";19642;26;241;1
47018;"Male";38;1;23;0;"1-2 Year";"Yes";4279300;26;77;1
47019;"Male";22;1;12;1;"< 1 Year";"No";19124;160;40;0
47020;"Male";43;0;9;0;"1-2 Year";"Yes";25952;124;115;0
47021;"Male";62;0;28;0;"1-2 Year";"Yes";36896;124;205;0
47022;"Female";38;1;28;0;"1-2 Year";"Yes";31263;124;102;0
47023;"Female";24;1;24;1;"< 1 Year";"No";35707;152;61;0
47024;"Male";35;1;15;0;"1-2 Year";"Yes";31486;124;114;1
47025;"Male";50;1;28;0;"1-2 Year";"Yes";32871;26;19;0
47026;"Female";31;0;18;0;"< 1 Year";"Yes";2630;124;166;0
47027;"Female";34;1;48;0;"> 2 Years";"Yes";2630;163;188;0
47028;"Female";48;0;35;0;"1-2 Year";"Yes";27688;26;28;0
47029;"Female";72;1;9;0;"1-2 Year";"Yes";40810;124;29;0
47030;"Male";42;1;28;0;"> 2 Years";"Yes";37147;124;64;1
47031;"Male";94;1;3;0;"1-2 Year";"Yes";2630;157;182;1
47032;"Female";38;1;28;1;"1-2 Year";"No";45394;124;2016;0
47033;"Male";94;1;41;0;"1-2 Year";"Yes";28749;26;270;1
47034;"Male";27;1;14;1;"< 1 Year";"No";38120;152;144;0
47035;"Female";39;1;8;0;"1-2 Year";"No";45323;124;208;0
47036;"Male";48;0;28;0;"1-2 Year";"Yes";29387;124;131;0
47037;"Female";47;0;28;0;"> 2 Years";"Yes";32501;26;248;0
47038;"Male";25;1;36;0;"< 1 Year";"Yes";43781;163;105;1
47039;"Female";23;1;29;1;"< 1 Year";"No";36043;152;270;0
47040;"Male";34;1;48;0;"1-2 Year";"Yes";2630;154;38;1
47041;"Male";44;0;7;0;"1-2 Year";"Yes";26752;26;285;0
47042;"Female";54;0;28;0;"> 2 Years";"Yes";36724;26;102;0
47043;"Male";54;1;18;0;"1-2 Year";"Yes";2630;26;71;0
47044;"Male";52;1;28;0;"> 2 Years";"Yes";33045;26;226;1
47045;"Female";24;1;8;1;"< 1 Year";"No";41038;152;34;0
47046;"Female";70;1;8;0;"1-2 Year";"Yes";2630;154;234;0
47047;"Male";40;1;48;0;"1-2 Year";"Yes";2630;26;95;1
47048;"Female";39;0;28;0;"1-2 Year";"Yes";27222;124;214;0
47049;"Female";36;1;28;0;"1-2 Year";"Yes";41989;29;225;1
47050;"Male";20;1;42;0;"< 1 Year";"Yes";45525;160;58;0
47051;"Male";26;1;3;1;"< 1 Year";"No";27203;160;35;0
47052;"Male";31;1;29;0;"< 1 Year";"Yes";2630;156;114;1
47053;"Female";51;1;29;0;"> 2 Years";"Yes";2630;26;201;1
47054;"Female";20;1;28;0;"1-2 Year";"Yes";2630;156;296;0
47055;"Male";24;1;13;1;"< 1 Year";"No";17230;152;202;0
47056;"Male";27;1;36;0;"< 1 Year";"No";263000;152;185;0
47057;"Female";27;1;21;1;"< 1 Year";"No";30454;152;150;0
47058;"Male";49;1;14;0;"1-2 Year";"Yes";20644;124;90;1
47059;"Female";33;0;48;0;"< 1 Year";"Yes";2630;124;105;0
47060;"Female";37;1;28;0;"1-2 Year";"Yes";35077;26;21;1
47061;"Male";41;0;16;0;"1-2 Year";"Yes";28673;26;283;0
47062;"Female";35;1;28;0;"1-2 Year";"Yes";20914;124;39;1
47063;"Male";79;1;6;1;"1-2 Year";"No";2630;26;87;0
47064;"Male";32;1;41;0;"1-2 Year";"Yes";43957;124;238;1
47065;"Male";23;1;46;0;"< 1 Year";"Yes";27985;160;51;0
47066;"Male";38;1;28;0;"1-2 Year";"Yes";35019;124;167;0
47067;"Male";47;1;28;1;"1-2 Year";"No";27659;124;143;0
47068;"Female";44;1;28;0;"1-2 Year";"Yes";36612;26;238;0
47069;"Male";59;1;28;1;"1-2 Year";"No";28430;26;68;0
47070;"Male";46;1;8;0;"1-2 Year";"Yes";33894;26;166;1
47071;"Female";20;1;16;0;"< 1 Year";"Yes";26835;160;141;0
47072;"Female";24;1;25;0;"< 1 Year";"No";37454;152;41;0
47073;"Male";51;0;28;0;"1-2 Year";"Yes";38878;26;91;0
47074;"Female";24;1;29;1;"< 1 Year";"No";38375;152;180;0
47075;"Female";44;1;41;1;"1-2 Year";"No";33233;124;135;0
47076;"Female";64;1;28;0;"1-2 Year";"Yes";2630;26;221;1
47077;"Female";39;0;28;0;"1-2 Year";"Yes";33817;26;232;0
47078;"Male";25;1;28;0;"< 1 Year";"Yes";42389;156;264;1
47079;"Female";62;1;33;1;"1-2 Year";"No";2369400;124;101;0
47080;"Female";24;1;8;1;"< 1 Year";"No";31000;152;199;0
47081;"Male";49;1;14;0;"1-2 Year";"Yes";25514;26;234;0
47082;"Female";48;0;28;0;"1-2 Year";"Yes";42563;55;104;0
47083;"Female";73;1;28;0;"1-2 Year";"Yes";29144;122;179;0
47084;"Male";44;1;33;0;"1-2 Year";"Yes";2630;32;62;1
47085;"Male";64;1;41;0;"1-2 Year";"Yes";23561;136;108;0
47086;"Male";49;1;28;0;"1-2 Year";"Yes";44559;26;193;1
47087;"Male";49;1;28;0;"1-2 Year";"Yes";4592000;124;159;1
47088;"Male";49;1;43;0;"1-2 Year";"Yes";31212;26;133;0
47089;"Female";76;1;28;1;"1-2 Year";"No";32552;26;226;0
47090;"Male";74;1;28;1;"1-2 Year";"No";32300;26;259;0
47091;"Male";36;1;48;0;"> 2 Years";"Yes";2630;156;223;0
47092;"Male";23;1;9;0;"< 1 Year";"Yes";23780;152;65;0
47093;"Male";35;1;32;0;"1-2 Year";"Yes";2630;124;205;1
47094;"Male";44;1;28;0;"1-2 Year";"Yes";4081300;4;252;0
47095;"Male";49;1;4;0;"1-2 Year";"Yes";2718900;26;286;0
47096;"Female";38;0;28;0;"1-2 Year";"Yes";27918;124;268;0
47097;"Female";41;1;28;0;"1-2 Year";"Yes";38198;26;277;1
47098;"Male";31;1;2;0;"< 1 Year";"No";2630;1;162;0
47099;"Female";30;1;46;1;"< 1 Year";"No";23949;152;54;0
47100;"Female";28;1;41;1;"< 1 Year";"No";28720;152;3304;0
47101;"Male";44;1;28;0;"1-2 Year";"Yes";34343;122;290;1
47102;"Male";24;1;10;1;"< 1 Year";"No";26323;152;58;0
47103;"Male";47;1;41;0;"1-2 Year";"Yes";36507;29;262;1
47104;"Female";69;1;28;1;"1-2 Year";"No";23544;26;117;0
47105;"Male";28;1;28;1;"< 1 Year";"No";37294;152;194;0
47106;"Male";25;1;9;0;"< 1 Year";"No";31630;152;88;0
47107;"Female";44;1;28;0;"> 2 Years";"Yes";2630;26;167;1
47108;"Female";28;1;38;0;"< 1 Year";"Yes";2630;124;36;1
47109;"Male";40;0;28;0;"1-2 Year";"Yes";45778;122;58;0
47110;"Male";72;1;27;0;"1-2 Year";"Yes";2630;26;216;0
47111;"Male";51;1;8;0;"1-2 Year";"Yes";46674;26;82;0
47112;"Male";23;1;6;1;"< 1 Year";"No";22116;152;92;0
47113;"Female";28;1;35;1;"< 1 Year";"No";19440;152;271;0
47114;"Male";55;1;28;1;"1-2 Year";"No";45078;26;27;0
47115;"Male";30;1;38;0;"1-2 Year";"Yes";2630;156;162;0
47116;"Male";28;1;50;1;"< 1 Year";"No";48235;152;296;0
47117;"Male";30;1;6;1;"< 1 Year";"No";2109500;152;163;0
47118;"Male";65;1;29;0;"1-2 Year";"Yes";2630;156;238;1
47119;"Female";49;1;28;1;"1-2 Year";"No";2630;157;97;0
47120;"Female";25;1;7;1;"< 1 Year";"No";39585;152;171;0
47121;"Female";53;1;10;0;"1-2 Year";"No";32166;152;62;0
47122;"Female";22;1;41;1;"< 1 Year";"No";30062;124;278;0
47123;"Male";43;1;7;0;"1-2 Year";"Yes";2630;26;124;0
47124;"Female";40;1;46;0;"> 2 Years";"Yes";29685;11;201;1
47125;"Male";53;1;8;0;"1-2 Year";"Yes";46562;124;249;1
47126;"Male";71;1;8;1;"1-2 Year";"No";2630;124;226;0
47127;"Male";51;1;28;0;"1-2 Year";"Yes";30167;24;81;1
47128;"Female";56;1;30;1;"1-2 Year";"No";23136;152;175;0
47129;"Female";42;1;28;0;"1-2 Year";"Yes";47130;52;82;1
47130;"Male";55;1;48;0;"> 2 Years";"Yes";2630;26;1548;0
47131;"Male";36;1;26;0;"1-2 Year";"Yes";2630;155;44;1
47132;"Male";27;0;28;0;"< 1 Year";"Yes";48175;26;114;0
47133;"Male";37;1;46;0;"1-2 Year";"Yes";30831;124;196;0
47134;"Male";21;1;46;0;"< 1 Year";"No";43282;160;21;0
47135;"Male";65;1;21;0;"> 2 Years";"Yes";2630;124;222;1
47136;"Male";32;0;28;0;"1-2 Year";"No";2630;156;290;0
47137;"Female";26;1;34;0;"< 1 Year";"No";2630;26;184;0
47138;"Male";26;1;33;1;"< 1 Year";"No";33717;152;151;0
47139;"Male";23;1;30;0;"< 1 Year";"Yes";28118;152;122;0
47140;"Male";56;0;46;0;"1-2 Year";"Yes";2630;157;291;0
47141;"Male";44;1;28;0;"1-2 Year";"Yes";34419;26;246;1
47142;"Male";59;0;15;0;"1-2 Year";"Yes";2630;157;140;0
47143;"Male";57;1;28;0;"1-2 Year";"Yes";41689;122;270;0
47144;"Male";75;1;36;0;"1-2 Year";"Yes";29690;30;266;0
47145;"Female";25;1;15;1;"< 1 Year";"No";29160;152;237;0
47146;"Male";67;0;36;0;"1-2 Year";"Yes";35740;124;99;0
47147;"Male";25;1;41;0;"< 1 Year";"Yes";28619;152;18;1
